File Path,Metadata
/home/martin/Documents/Projet-Python/Projet-Python/test_dir/test (4e copie).png,"{'mode': 33188, 'ino': 4475570, 'dev': 66308, 'nlink': 1, 'uid': 1000, 'gid': 1000, 'size': 67757, 'access_time': '2023-12-29 14:19:48', 'modify_time': '2023-11-02 09:06:26', 'create_time': '2023-12-20 21:20:22'}"
/home/martin/Documents/Projet-Python/Projet-Python/test_dir/nasa-jupiter-planet-wallpaper-879e35f92bbda06af25cd8087cf9f7bc.jpg,"{'mode': 33188, 'ino': 3028015, 'dev': 66308, 'nlink': 1, 'uid': 1000, 'gid': 1000, 'size': 1761648, 'access_time': '2023-12-29 18:41:23', 'modify_time': '2023-12-28 17:12:21', 'create_time': '2023-12-28 17:13:51', 'Full': {}}"
/home/martin/Documents/Projet-Python/Projet-Python/test_dir/doubleextensio.png.txt,"{'mode': 33188, 'ino': 4475549, 'dev': 66308, 'nlink': 1, 'uid': 1000, 'gid': 1000, 'size': 67757, 'access_time': '2023-12-29 14:19:48', 'modify_time': '2023-11-02 09:06:26', 'create_time': '2023-12-20 17:12:49'}"
/home/martin/Documents/Projet-Python/Projet-Python/test_dir/TD_-_ANAMEC_1_-_APT28_-_Template.pptx,"{'mode': 33188, 'ino': 4477393, 'dev': 66308, 'nlink': 1, 'uid': 1000, 'gid': 1000, 'size': 2302779, 'access_time': '2023-12-29 14:19:48', 'modify_time': '2023-10-31 12:17:14', 'create_time': '2023-12-26 21:21:01', 'title': 'PowerPoint Presentation', 'subject': '', 'keywords': '', 'last_modified_by': '', 'modified': datetime.datetime(2023, 10, 31, 11, 52, 56), 'category': '', 'language': '', 'Full': {'blob': b'<?xml version=\'1.0\' encoding=\'UTF-8\' standalone=\'yes\'?>\n<cp:coreProperties xmlns:cp=""http://schemas.openxmlformats.org/package/2006/metadata/core-properties"" xmlns:dc=""http://purl.org/dc/elements/1.1/"" xmlns:dcterms=""http://purl.org/dc/terms/"" xmlns:dcmitype=""http://purl.org/dc/dcmitype/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><dc:title>PowerPoint Presentation</dc:title><dc:creator/><cp:lastModifiedBy/><cp:revision>28</cp:revision><dcterms:modified xsi:type=""dcterms:W3CDTF"">2023-10-31T11:52:56Z</dcterms:modified></cp:coreProperties>', 'content_type': 'application/vnd.openxmlformats-package.core-properties+xml', 'modified': datetime.datetime(2023, 10, 31, 11, 52, 56), 'package': <pptx.package.Package object at 0x7fdd470e2410>, 'part': <pptx.parts.coreprops.CorePropertiesPart object at 0x7fdd470ddf90>, 'partname': '/docProps/core.xml', 'related_parts': {}, 'rels': {}, 'revision': 28, 'title': 'PowerPoint Presentation'}}"
/home/martin/Documents/Projet-Python/Projet-Python/test_dir/Cyber_Security_Awareness_Presentation.pptx,"{'mode': 33188, 'ino': 4475004, 'dev': 66308, 'nlink': 1, 'uid': 1000, 'gid': 1000, 'size': 4859389, 'access_time': '2023-12-29 14:19:48', 'modify_time': '2023-11-02 08:08:41', 'create_time': '2023-12-20 14:02:05', 'title': 'PowerPoint Presentation', 'subject': '', 'keywords': '', 'last_modified_by': 'Titley, Janet', 'created': datetime.datetime(2018, 9, 28, 7, 31, 31), 'modified': datetime.datetime(2018, 10, 2, 14, 20, 30), 'category': '', 'language': '', 'Full': {'author': 'Titley, Janet', 'blob': b'<?xml version=\'1.0\' encoding=\'UTF-8\' standalone=\'yes\'?>\n<cp:coreProperties xmlns:cp=""http://schemas.openxmlformats.org/package/2006/metadata/core-properties"" xmlns:dc=""http://purl.org/dc/elements/1.1/"" xmlns:dcterms=""http://purl.org/dc/terms/"" xmlns:dcmitype=""http://purl.org/dc/dcmitype/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><dc:title>PowerPoint Presentation</dc:title><dc:creator>Titley, Janet</dc:creator><cp:lastModifiedBy>Titley, Janet</cp:lastModifiedBy><cp:revision>26</cp:revision><dcterms:created xsi:type=""dcterms:W3CDTF"">2018-09-28T07:31:31Z</dcterms:created><dcterms:modified xsi:type=""dcterms:W3CDTF"">2018-10-02T14:20:30Z</dcterms:modified></cp:coreProperties>', 'content_type': 'application/vnd.openxmlformats-package.core-properties+xml', 'created': datetime.datetime(2018, 9, 28, 7, 31, 31), 'last_modified_by': 'Titley, Janet', 'modified': datetime.datetime(2018, 10, 2, 14, 20, 30), 'package': <pptx.package.Package object at 0x7fdd470d1450>, 'part': <pptx.parts.coreprops.CorePropertiesPart object at 0x7fdd47ffd190>, 'partname': '/docProps/core.xml', 'related_parts': {}, 'rels': {}, 'revision': 26, 'title': 'PowerPoint Presentation'}}"
/home/martin/Documents/Projet-Python/Projet-Python/test_dir/Capture d’écran du 2023-12-26 17-35-11.png,"{'mode': 33188, 'ino': 3034080, 'dev': 66308, 'nlink': 1, 'uid': 1000, 'gid': 1000, 'size': 1956084, 'access_time': '2023-12-29 14:19:48', 'modify_time': '2023-12-26 16:35:11', 'create_time': '2023-12-26 16:35:25'}"
/home/martin/Documents/Projet-Python/Projet-Python/test_dir/Egg Drop From Space (320 kbps).mp3,"{'mode': 33188, 'ino': 4475007, 'dev': 66308, 'nlink': 1, 'uid': 1000, 'gid': 1000, 'size': 64659467, 'access_time': '2023-12-29 14:19:48', 'modify_time': '2023-10-25 10:39:45', 'create_time': '2023-12-20 14:02:05', 'Duration': 1616.6316092133636, 'Full': {'FRAME_ID_TO_FIELD': {'COMM': 'comment', 'COM': 'comment', 'TRCK': 'track', 'TRK': 'track', 'TYER': 'year', 'TYE': 'year', 'TDRC': 'year', 'TALB': 'album', 'TAL': 'album', 'TPE1': 'artist', 'TP1': 'artist', 'TIT2': 'title', 'TT2': 'title', 'TCON': 'genre', 'TCO': 'genre', 'TPOS': 'disc', 'TPE2': 'albumartist', 'TCOM': 'composer', 'WXXX': 'extra.url', 'TSRC': 'extra.isrc', 'TXXX': 'extra.text', 'TKEY': 'extra.initial_key', 'USLT': 'extra.lyrics'}, 'ID3V1_GENRES': ['Blues', 'Classic Rock', 'Country', 'Dance', 'Disco', 'Funk', 'Grunge', 'Hip-Hop', 'Jazz', 'Metal', 'New Age', 'Oldies', 'Other', 'Pop', 'R&B', 'Rap', 'Reggae', 'Rock', 'Techno', 'Industrial', 'Alternative', 'Ska', 'Death Metal', 'Pranks', 'Soundtrack', 'Euro-Techno', 'Ambient', 'Trip-Hop', 'Vocal', 'Jazz+Funk', 'Fusion', 'Trance', 'Classical', 'Instrumental', 'Acid', 'House', 'Game', 'Sound Clip', 'Gospel', 'Noise', 'AlternRock', 'Bass', 'Soul', 'Punk', 'Space', 'Meditative', 'Instrumental Pop', 'Instrumental Rock', 'Ethnic', 'Gothic', 'Darkwave', 'Techno-Industrial', 'Electronic', 'Pop-Folk', 'Eurodance', 'Dream', 'Southern Rock', 'Comedy', 'Cult', 'Gangsta', 'Top 40', 'Christian Rap', 'Pop/Funk', 'Jungle', 'Native American', 'Cabaret', 'New Wave', 'Psychadelic', 'Rave', 'Showtunes', 'Trailer', 'Lo-Fi', 'Tribal', 'Acid Punk', 'Acid Jazz', 'Polka', 'Retro', 'Musical', 'Rock & Roll', 'Hard Rock', 'Folk', 'Folk-Rock', 'National Folk', 'Swing', 'Fast Fusion', 'Bebob', 'Latin', 'Revival', 'Celtic', 'Bluegrass', 'Avantgarde', 'Gothic Rock', 'Progressive Rock', 'Psychedelic Rock', 'Symphonic Rock', 'Slow Rock', 'Big Band', 'Chorus', 'Easy Listening', 'Acoustic', 'Humour', 'Speech', 'Chanson', 'Opera', 'Chamber Music', 'Sonata', 'Symphony', 'Booty Bass', 'Primus', 'Porn Groove', 'Satire', 'Slow Jam', 'Club', 'Tango', 'Samba', 'Folklore', 'Ballad', 'Power Ballad', 'Rhythmic Soul', 'Freestyle', 'Duet', 'Punk Rock', 'Drum Solo', 'A capella', 'Euro-House', 'Dance Hall', 'Goa', 'Drum & Bass', 'Club-House', 'Hardcore Techno', 'Terror', 'Indie', 'BritPop', '', 'Polsk Punk', 'Beat', 'Christian Gangsta Rap', 'Heavy Metal', 'Black Metal', 'Contemporary Christian', 'Christian Rock', 'Merengue', 'Salsa', 'Thrash Metal', 'Anime', 'Jpop', 'Synthpop', 'Abstract', 'Art Rock', 'Baroque', 'Bhangra', 'Big Beat', 'Breakbeat', 'Chillout', 'Downtempo', 'Dub', 'EBM', 'Eclectic', 'Electro', 'Electroclash', 'Emo', 'Experimental', 'Garage', 'Illbient', 'Industro-Goth', 'Jam Band', 'Krautrock', 'Leftfield', 'Lounge', 'Math Rock', 'New Romantic', 'Nu-Breakz', 'Post-Punk', 'Post-Rock', 'Psytrance', 'Shoegaze', 'Space Rock', 'Trop Rock', 'World Music', 'Neoclassical', 'Audiobook', 'Audio Theatre', 'Neue Deutsche Welle', 'Podcast', 'Indie Rock', 'G-Funk', 'Dubstep', 'Garage Rock', 'Psybient'], 'IMAGE_FRAME_IDS': {'APIC', 'PIC'}, 'PARSABLE_FRAME_IDS': {'TIT2', 'TKEY', 'TPE1', 'TXXX', 'TYE', 'TYER', 'TRCK', 'TPE2', 'TCOM', 'TSRC', 'TALB', 'COM', 'TDRC', 'TCON', 'TPOS', 'TCO', 'APIC', 'TAL', 'USLT', 'TP1', 'TRK', 'TT2', 'COMM', 'WXXX', 'PIC'}, 'SUPPORTED_FILE_EXTENSIONS': ['.mp1', '.mp2', '.mp3', '.oga', '.ogg', '.opus', '.spx', '.wav', '.flac', '.wma', '.m4b', '.m4a', '.m4r', '.m4v', '.mp4', '.aax', '.aaxc', '.aiff', '.aifc', '.aif', '.afc'], 'audio_offset': 137, 'bitrate': 320.0, 'bitrate_by_version_by_layer': [[None, [0, 8, 16, 24, 32, 40, 48, 56, 64, 80, 96, 112, 128, 144, 160, 0], [0, 8, 16, 24, 32, 40, 48, 56, 64, 80, 96, 112, 128, 144, 160, 0], [0, 32, 48, 56, 64, 80, 96, 112, 128, 144, 160, 176, 192, 224, 256, 0]], None, [None, [0, 8, 16, 24, 32, 40, 48, 56, 64, 80, 96, 112, 128, 144, 160, 0], [0, 8, 16, 24, 32, 40, 48, 56, 64, 80, 96, 112, 128, 144, 160, 0], [0, 32, 48, 56, 64, 80, 96, 112, 128, 144, 160, 176, 192, 224, 256, 0]], [None, [0, 32, 40, 48, 56, 64, 80, 96, 112, 128, 160, 192, 224, 256, 320, 0], [0, 32, 48, 56, 64, 80, 96, 112, 128, 160, 192, 224, 256, 320, 384, 0], [0, 32, 64, 96, 128, 160, 192, 224, 256, 288, 320, 352, 384, 416, 448, 0]]], 'channels': 2, 'channels_per_channel_mode': [2, 2, 2, 1], 'duration': 1616.6316092133636, 'extra': {'text': 'major_brand\x00dash'}, 'filesize': 64659467, 'samplerate': 44100, 'samplerates': [[11025, 12000, 8000], [], [22050, 24000, 16000], [44100, 48000, 32000]], 'samples_per_frame': 1152, 'v1l1': [0, 32, 64, 96, 128, 160, 192, 224, 256, 288, 320, 352, 384, 416, 448, 0], 'v1l2': [0, 32, 48, 56, 64, 80, 96, 112, 128, 160, 192, 224, 256, 320, 384, 0], 'v1l3': [0, 32, 40, 48, 56, 64, 80, 96, 112, 128, 160, 192, 224, 256, 320, 0], 'v2l1': [0, 32, 48, 56, 64, 80, 96, 112, 128, 144, 160, 176, 192, 224, 256, 0], 'v2l2': [0, 8, 16, 24, 32, 40, 48, 56, 64, 80, 96, 112, 128, 144, 160, 0], 'v2l3': [0, 8, 16, 24, 32, 40, 48, 56, 64, 80, 96, 112, 128, 144, 160, 0]}}"
/home/martin/Documents/Projet-Python/Projet-Python/test_dir/intro_formation.pdf,"{'mode': 33188, 'ino': 4475526, 'dev': 66308, 'nlink': 1, 'uid': 1000, 'gid': 1000, 'size': 625014, 'access_time': '2023-12-29 14:19:48', 'modify_time': '2023-11-24 10:57:02', 'create_time': '2023-12-26 21:21:01', 'Title': 'Présentation PowerPoint', 'Creator': 'Acrobat PDFMaker 11 pour PowerPoint', 'Author': 'reza', 'ModDate': ""D:20230918081100+02'00'"", 'Producer': 'Adobe PDF Library 11.0', 'Full': {'/Author': 'reza', '/Company': 'Microsoft', '/CreationDate': ""D:20230918081055+02'00'"", '/Creator': 'Acrobat PDFMaker 11 pour PowerPoint', '/ModDate': ""D:20230918081100+02'00'"", '/Producer': 'Adobe PDF Library 11.0', '/Title': 'Présentation PowerPoint'}}"
/home/martin/Documents/Projet-Python/Projet-Python/test_dir/Cyber Security Introduction.pptx,"{'mode': 33188, 'ino': 4475006, 'dev': 66308, 'nlink': 1, 'uid': 1000, 'gid': 1000, 'size': 4602228, 'access_time': '2023-12-29 14:19:48', 'modify_time': '2023-11-02 08:06:17', 'create_time': '2023-12-20 14:02:05', 'title': 'PowerPoint Presentation', 'subject': '', 'keywords': '', 'last_modified_by': 'Robinson, Lucas', 'created': datetime.datetime(2016, 12, 21, 16, 2, 28), 'modified': datetime.datetime(2020, 5, 10, 2, 17, 19), 'category': '', 'language': '', 'Full': {'author': 'Daniela Chavez Ackermann', 'blob': b'<?xml version=\'1.0\' encoding=\'UTF-8\' standalone=\'yes\'?>\n<cp:coreProperties xmlns:cp=""http://schemas.openxmlformats.org/package/2006/metadata/core-properties"" xmlns:dc=""http://purl.org/dc/elements/1.1/"" xmlns:dcterms=""http://purl.org/dc/terms/"" xmlns:dcmitype=""http://purl.org/dc/dcmitype/"" xmlns:xsi=""http://www.w3.org/2001/XMLSchema-instance""><dc:title>PowerPoint Presentation</dc:title><dc:creator>Daniela Chavez Ackermann</dc:creator><cp:lastModifiedBy>Robinson, Lucas</cp:lastModifiedBy><cp:revision>243</cp:revision><dcterms:created xsi:type=""dcterms:W3CDTF"">2016-12-21T16:02:28Z</dcterms:created><dcterms:modified xsi:type=""dcterms:W3CDTF"">2020-05-10T02:17:19Z</dcterms:modified></cp:coreProperties>', 'content_type': 'application/vnd.openxmlformats-package.core-properties+xml', 'created': datetime.datetime(2016, 12, 21, 16, 2, 28), 'last_modified_by': 'Robinson, Lucas', 'modified': datetime.datetime(2020, 5, 10, 2, 17, 19), 'package': <pptx.package.Package object at 0x7fdd48023e90>, 'part': <pptx.parts.coreprops.CorePropertiesPart object at 0x7fdd470c4250>, 'partname': '/docProps/core.xml', 'related_parts': {}, 'rels': {}, 'revision': 243, 'title': 'PowerPoint Presentation'}}"
/home/martin/Documents/Projet-Python/Projet-Python/test_dir/test (5e copie).png,"{'mode': 33188, 'ino': 4475571, 'dev': 66308, 'nlink': 1, 'uid': 1000, 'gid': 1000, 'size': 67757, 'access_time': '2023-12-29 14:19:48', 'modify_time': '2023-11-02 09:06:26', 'create_time': '2023-12-20 21:20:22'}"
/home/martin/Documents/Projet-Python/Projet-Python/test_dir/1612298080821.jpeg,"{'mode': 33188, 'ino': 3015378, 'dev': 66308, 'nlink': 1, 'uid': 1000, 'gid': 1000, 'size': 82472, 'access_time': '2023-12-29 14:19:48', 'modify_time': '2023-12-22 10:05:55', 'create_time': '2023-12-22 10:55:28'}"
